Lot Area,Year Built,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,SalePrice
11449,2007,873,1884,1728,0,1728,2,0,3,7,1,2,520,298.751
11447,2005,393,1964,1964,0,1964,2,1,3,7,1,3,892,370
8940,1997,35,1344,1344,0,1344,2,0,2,8,0,4,784,209.2
7060,1997,35,1344,1344,0,1344,2,0,2,8,0,4,784,206.3
9278,2007,1092,1092,1092,0,1092,1,0,2,5,0,0,0,146
4500,1997,325,1189,1189,0,1189,2,0,2,4,0,2,392,160.5
14137,1964,88,1200,1200,0,1200,1,0,3,6,0,3,850,173
4224,1975,271,1040,1040,0,1040,1,0,3,6,0,2,499,124
2665,1976,264,264,616,688,1304,1,1,3,4,1,1,336,115
2665,1976,232,550,925,550,1475,2,0,4,6,1,1,336,129.5
1974,1973,25,526,526,462,988,1,0,2,5,0,1,297,105
1596,1973,25,462,526,462,988,1,0,1,4,1,1,297,94.9
17979,1968,328,1113,1160,0,1160,1,0,3,6,0,1,257,152.5
1477,1970,188,546,546,546,1092,2,1,3,6,0,0,0,98
1890,1972,135,630,630,0,630,1,0,1,3,0,0,0,81
21750,1954,988,988,988,0,988,1,0,2,4,0,2,520,113
6490,1983,282,816,816,0,816,1,0,2,4,0,1,264,128.5
6951,1984,218,876,923,0,923,1,0,3,5,0,1,264,119.5
6600,1982,175,816,816,0,816,1,0,3,5,1,1,264,130.5
6600,1982,0,816,816,0,816,1,0,2,4,0,2,816,138
6600,1982,207,845,845,0,845,1,0,3,6,0,1,264,134.5
12508,1940,323,983,983,767,1750,2,0,4,7,0,1,423,160
12395,1984,217,864,889,0,889,1,0,3,6,0,2,484,137.5
11075,1969,29,784,1168,800,1968,2,1,4,7,1,2,530,172
56600,1900,686,686,1150,686,1836,2,0,4,7,0,1,288,103
10667,1971,749,1587,1587,0,1587,2,0,3,7,1,2,525,167.3
10628,1970,499,1277,1277,0,1277,1,0,2,5,1,2,526,167
13651,1973,343,2223,2223,0,2223,2,0,3,8,2,2,516,244
15865,1970,1043,2217,2217,0,2217,2,0,4,8,1,2,621,268
12394,2003,847,847,847,886,1733,2,1,3,7,1,2,433,225
10364,1995,806,806,806,766,1572,2,1,3,7,1,2,373,168
13869,1997,612,794,794,676,1470,2,0,3,6,0,2,388,177
8773,1997,916,916,916,684,1600,2,1,3,7,1,2,460,169
8872,1997,384,384,754,630,1384,2,1,3,7,1,2,390,161.5
5330,2000,298,1494,1652,0,1652,2,0,2,6,0,2,499,251
10147,1994,206,392,924,770,1694,2,1,3,7,1,2,398,160
8637,1999,52,923,947,767,1714,2,1,3,7,1,2,451,180
7875,1996,277,691,691,862,1553,2,1,3,6,0,2,420,178.75
7875,1995,1237,1237,1253,0,1253,2,0,3,6,1,2,402,176
7500,1999,938,938,957,1342,2299,3,1,5,7,1,2,482,204
9556,1992,1168,1168,1187,0,1187,2,0,3,6,0,2,420,160
10784,1991,384,384,802,670,1472,2,1,3,7,1,2,402,160
9125,1992,384,384,812,670,1482,2,1,3,7,1,2,392,163.9
7655,1993,903,903,910,732,1642,2,1,3,7,1,2,392,168
18160,1964,752,1302,1128,0,1128,1,0,3,6,1,2,480,154.204
3696,1986,1074,1074,1088,0,1088,1,1,2,5,0,2,461,170
5062,1984,180,1190,1190,900,2090,2,0,3,6,1,2,577,207.5
4740,1988,918,1166,1179,0,1179,2,0,2,5,0,2,480,182
5118,1990,386,1312,1321,0,1321,1,0,1,4,1,2,484,212
14157,2005,673,1922,1922,0,1922,2,0,3,8,1,3,676,377.426
12328,2005,163,1149,1164,1377,2541,3,1,4,10,1,3,729,349.265
51974,2006,1559,2660,2338,0,2338,2,1,4,8,2,3,1110,591.587
41600,1969,53,1100,1424,0,1424,1,1,3,7,0,3,828,155
8035,2006,815,1612,1612,0,1612,2,0,2,6,1,2,556,319.9
8089,2007,474,1419,1419,0,1419,2,0,2,7,1,2,567,392
14082,2006,662,2220,2234,0,2234,1,1,1,7,1,2,724,441.929
13870,2006,590,1742,2042,0,2042,2,0,3,8,1,3,724,455
12546,1981,762,1440,1440,0,1440,2,0,3,7,1,2,467,182.9
10960,1984,1028,1284,1284,0,1284,2,0,3,5,0,2,480,174
12090,1984,585,585,1140,728,1868,3,1,3,7,1,2,477,178
12090,1981,404,725,725,754,1479,2,1,3,6,1,2,484,176
12299,1978,201,1529,1664,0,1664,2,0,3,7,1,2,663,213
11339,1979,22,780,1085,845,1930,2,1,4,9,1,2,481,192
11952,1977,808,808,1161,808,1969,2,1,3,8,1,2,534,190
12046,1976,692,848,1118,912,2030,2,1,4,8,1,2,551,195
10395,1978,427,1032,1032,0,1032,2,0,3,6,1,2,564,148
11850,1984,372,1153,1177,0,1177,2,0,3,6,0,2,495,151.5
11584,1979,114,539,1040,685,1725,2,1,3,6,1,2,550,197
10400,1979,356,1259,1353,0,1353,2,0,2,5,1,2,478,192.35
10793,1969,0,780,780,840,1620,2,1,4,7,0,2,462,152
13001,1971,1012,1625,1220,0,1220,2,0,2,6,1,2,944,170
12243,1971,486,1484,1484,0,1484,2,0,3,7,1,2,487,175
11700,1968,143,702,1041,702,1743,1,2,3,7,1,2,539,175
12384,1976,793,793,1142,793,1935,2,1,3,7,1,2,550,197.9
8991,1976,0,1228,1324,0,1324,2,0,3,5,1,2,585,174
8000,1974,0,1084,1084,793,1877,2,1,4,8,1,2,488,178.9
10500,1971,23,372,576,533,1109,1,0,3,5,0,1,288,139
10530,1971,664,981,981,0,981,1,1,3,5,0,2,576,143.25
7472,1972,99,725,725,754,1479,1,1,4,7,0,2,484,184
9457,1970,359,925,1422,0,1422,1,0,3,7,0,2,576,155
7920,1970,214,914,914,0,914,1,0,3,5,0,1,368,133
9758,1971,251,950,950,0,950,1,0,3,5,0,1,280,119.5
8294,1971,858,858,872,0,872,1,0,3,5,0,4,480,123
7340,1971,536,858,858,0,858,1,0,2,4,0,1,684,110
17199,1961,600,914,914,0,914,1,0,2,4,0,1,270,128
9000,1971,248,864,864,0,864,1,0,3,5,0,2,528,120.5
4058,1998,0,723,767,0,767,1,0,1,4,0,1,367,133
4113,2001,1337,1337,1337,0,1337,2,0,2,5,1,2,511,155
10943,1997,475,1405,1337,0,1337,2,0,2,5,1,2,522,177
2205,1973,213,525,525,567,1092,1,1,3,6,0,1,264,113.5
1890,1973,316,672,672,546,1218,1,1,3,7,0,1,264,113
2058,1973,672,672,672,546,1218,1,1,4,7,0,1,264,113.7
2016,1970,630,630,630,672,1302,2,1,3,6,0,2,440,106
1920,1971,294,765,765,600,1365,1,1,2,6,0,2,440,122.5
4928,1976,958,1078,958,0,958,2,0,2,5,1,2,440,128
2308,1976,248,804,804,744,1548,2,1,3,7,1,2,440,155
2304,1978,423,1061,1055,0,1055,2,0,2,4,0,1,319,142.5
7150,1966,263,988,988,0,988,1,0,3,5,0,1,360,129.25
12469,2006,639,1790,1816,0,1816,2,0,3,7,1,3,730,356
11694,2007,1774,1822,1828,0,1828,2,0,3,9,1,3,774,314.813
12030,2007,1694,1694,1694,0,1694,2,0,3,7,0,3,818,318
11825,2006,1694,1694,1694,0,1694,2,0,3,7,1,3,856,322.4
12085,2007,730,1734,1734,0,1734,2,0,3,7,1,3,928,318
14333,2007,590,2108,2122,0,2122,2,1,2,7,1,3,938,345.474
14450,2006,2121,2121,2121,0,2121,2,1,3,8,1,3,732,415.298
13641,2007,630,1934,1943,713,2656,2,1,3,8,1,3,1040,492
13440,2006,1108,1108,1148,1402,2550,2,1,4,11,1,3,670,338.931
15431,2005,564,1994,2046,0,2046,2,1,2,7,2,3,878,450
14154,2006,1063,1063,1071,1101,2172,2,1,3,9,1,3,947,280
13891,2007,740,2552,2552,0,2552,2,0,3,8,2,3,932,479.069
14226,2006,1935,1935,1973,0,1973,2,0,3,9,1,3,895,395
13693,2006,2153,2153,2069,574,2643,2,1,3,9,1,3,694,380
11428,2006,1626,1626,1634,0,1634,2,0,3,7,1,3,866,250
14977,2006,626,1976,1976,0,1976,2,0,2,7,1,3,908,440
13654,2005,1704,1704,1722,1036,2758,2,1,4,9,1,3,814,418
17169,2007,636,2320,2290,0,2290,2,1,2,7,1,3,1174,500.067
16659,2007,1582,1582,1582,570,2152,2,1,3,7,1,2,728,260.116
9591,2004,1143,1143,1143,1330,2473,2,1,4,9,1,3,852,317
9709,2007,140,918,958,1142,2100,2,1,3,8,2,3,786,319.5
10562,2007,294,1582,1610,551,2161,1,1,3,8,1,3,789,325.624
13615,2006,1802,1802,1802,0,1802,2,1,3,7,1,3,843,372
13069,2004,1706,1706,1718,1238,2956,2,1,5,11,1,3,916,342
12099,2004,166,1136,1136,1332,2468,2,1,4,10,1,3,872,354
14277,2003,379,1317,1217,1168,2385,2,1,3,7,1,3,818,350
11999,2003,1181,1181,1234,1140,2374,2,1,4,10,1,3,656,285
12568,2007,226,895,895,923,1818,2,1,3,8,1,3,774,281.5
9926,2005,436,1614,1614,0,1614,2,0,3,7,0,3,878,245.7
9254,2005,1602,1721,1721,0,1721,2,0,3,7,0,2,554,232.698
10732,2006,1298,1298,1298,530,1828,2,1,3,7,0,3,876,250
7577,2005,1342,1362,1362,0,1362,2,0,2,6,1,2,460,194.7
3901,2005,436,1302,1302,0,1302,1,1,1,5,1,2,631,204
3903,2005,272,1302,1302,0,1302,1,1,1,5,1,2,631,200
6289,2005,600,1362,1362,0,1362,2,0,2,6,1,2,460,207
4590,2006,1530,1554,1554,0,1554,2,0,2,6,1,2,627,209.5
4590,2006,1530,1554,1554,0,1554,2,0,2,6,1,2,627,209.5
6442,2006,1346,1370,1370,0,1370,2,0,2,6,1,2,484,202.5
7841,2005,729,1577,1577,0,1577,2,0,2,6,1,2,564,280
7313,2005,408,1561,1561,0,1561,2,0,2,6,1,2,556,277.5
7820,2007,1869,1869,1869,0,1869,2,0,2,6,1,2,617,318.061
6240,2006,1300,1324,1324,0,1324,2,0,2,6,1,2,550,221.37
3242,2003,405,1405,1405,0,1405,2,0,2,6,1,2,478,200
15810,2007,768,768,768,728,1496,3,0,3,7,0,2,572,181.755
10237,2005,768,768,768,768,1536,2,1,3,6,1,2,400,176
10237,2005,783,783,783,701,1484,2,1,3,8,1,2,393,178.9
13204,2006,608,608,608,850,1458,2,0,3,6,0,2,454,168.165
8857,2006,738,738,738,757,1495,2,1,3,7,1,2,440,171.925
9729,2006,698,698,698,1048,1746,2,1,3,6,1,3,350,198.444
12216,2005,408,1326,1326,0,1326,2,0,3,6,0,2,388,203
9018,2007,728,728,728,728,1456,2,1,3,8,1,2,400,179.54
8993,2007,1302,1302,1302,0,1302,2,0,3,6,0,2,436,176.485
8899,2007,1316,1340,1340,0,1340,2,0,3,6,0,2,396,181.134
8499,2006,616,616,616,796,1412,2,1,3,6,1,2,432,156.932
8229,2007,752,752,752,752,1504,2,1,3,6,0,2,440,166
7713,2007,728,728,728,728,1456,2,1,3,7,0,2,400,177.594
7697,2007,1246,1246,1258,0,1258,2,0,3,6,0,2,462,173.5
3922,2006,1258,1258,1258,0,1258,2,0,2,6,1,3,648,172.5
3922,2006,1258,1258,1402,0,1402,0,2,2,7,1,3,648,194.201
3621,2003,322,1406,1589,0,1589,2,0,2,7,1,3,630,226.5
3710,2007,1266,1266,1266,0,1266,2,0,2,6,1,2,388,185.485
14572,2004,230,1530,1530,0,1530,2,0,3,7,1,3,630,259
16219,2004,56,835,1119,0,1119,2,0,2,5,0,2,437,188.5
11084,2004,192,384,744,630,1374,2,1,3,8,1,2,400,175
11796,2004,847,847,847,1112,1959,2,1,4,8,1,2,434,215
10936,2006,1510,1510,1525,0,1525,2,1,3,6,1,2,534,206.58
8244,2004,840,840,840,880,1720,2,1,3,7,1,2,440,183.5
11950,2003,384,384,754,640,1394,2,1,3,7,1,2,400,165.5
7875,2003,847,847,847,1101,1948,2,1,4,8,1,2,434,211
8063,2000,924,924,948,742,1690,2,1,3,7,1,2,463,181
8740,2002,280,854,864,1131,1995,2,1,4,8,1,2,435,219.5
7917,1999,953,953,953,694,1647,2,1,3,7,1,2,460,175
9967,2000,384,384,774,656,1430,2,1,3,8,1,2,400,170
7750,2003,660,660,660,660,1320,2,1,3,6,0,2,400,162
9487,2000,395,915,940,750,1690,2,1,3,7,1,2,442,187
9649,1999,941,941,961,683,1644,2,1,3,7,1,2,460,185
15623,1996,300,2396,2411,2065,4476,3,1,4,10,2,3,813,745
12191,1997,598,1779,1779,772,2551,2,1,4,8,2,3,925,384.5
11000,2000,969,969,997,1288,2285,2,1,4,8,1,3,648,248
11400,2001,1351,2633,2633,0,2633,2,1,2,8,2,3,804,466.5
10557,1998,736,1408,1671,1407,3078,2,1,4,9,1,3,806,410
11002,1998,341,1389,1411,1171,2582,2,1,4,9,1,3,758,322.5
10790,1998,1066,1066,1108,1277,2385,2,1,4,8,1,3,600,252
21535,1994,989,2444,2444,1872,4316,3,1,4,10,2,3,832,755
9920,1996,255,1117,1127,886,2013,2,1,3,8,1,2,455,269.79
11787,1996,660,1379,1383,1015,2398,2,1,3,8,1,3,834,315.75
9950,1995,638,1203,1214,1306,2520,2,1,4,9,1,3,721,290
12257,1995,1198,1318,1328,1203,2531,2,1,4,9,1,3,752,290
12692,1992,1969,3200,3228,0,3228,3,0,4,10,1,2,546,430
11762,1992,770,1105,1105,1097,2202,2,1,4,9,1,2,517,263
9044,1996,100,1325,1335,1203,2538,2,1,4,8,1,3,933,330
9910,2007,1369,1369,1369,0,1369,2,0,3,5,0,2,605,213.133
11830,2007,322,1542,1542,0,1542,2,0,3,6,1,3,852,260.261
11670,2006,1905,1905,1905,0,1905,2,0,3,8,1,3,788,320
15256,2007,556,1485,1464,0,1464,2,0,3,6,0,3,754,282.922
10612,2006,1496,1524,1534,0,1534,2,0,3,7,1,2,484,215
12291,2007,394,1966,1966,0,1966,2,0,1,6,1,3,1092,419.005
13501,2006,1560,1623,1636,0,1636,2,0,3,8,1,3,865,255
9986,2006,1795,1795,1795,0,1795,2,0,2,7,1,3,895,147
9965,2007,1528,1528,1528,0,1528,3,2,3,6,1,2,480,235.876
9416,2007,600,1726,1726,0,1726,2,0,3,8,1,3,786,311.872
9849,2007,1689,1689,1689,0,1689,2,0,3,7,0,3,954,248.328
10000,2006,1588,1588,1588,0,1588,2,0,3,7,1,3,825,227
8847,2005,769,1538,1538,0,1538,2,0,3,7,0,2,484,260
9158,2007,1496,1496,1496,0,1496,2,0,3,7,0,2,474,225
8251,2005,716,1494,1506,0,1506,2,0,3,7,1,2,672,249
10084,2004,317,1686,1694,0,1694,2,0,3,7,1,2,636,307
9605,2006,982,982,982,995,1977,2,1,3,7,0,3,574,250
8778,2006,1302,1302,1302,528,1830,2,1,3,7,0,3,859,221.3
8640,2007,1314,1338,1338,0,1338,2,0,3,6,0,2,598,208.9
9000,2006,1335,1335,1335,0,1335,2,0,3,6,0,2,575,210.4
8640,2007,546,896,896,896,1792,2,1,3,8,0,2,590,255
10411,2007,725,725,725,863,1588,3,0,3,8,0,2,561,212.109
9000,2006,1088,1088,1088,871,1959,2,1,3,8,1,3,1025,270
9000,2007,1120,1184,1184,1426,2610,2,1,4,11,1,2,550,303.477
12217,2007,210,955,955,925,1880,2,1,3,8,1,3,880,310.013
11096,2006,1632,1656,1656,0,1656,2,0,3,7,0,3,826,249.7
10207,2007,874,874,874,887,1761,3,0,3,7,0,2,578,227.875
10440,2007,1574,1574,1584,0,1584,2,0,2,6,1,2,594,261.329
11824,2006,1685,1685,1685,0,1685,2,0,2,5,1,3,658,253
10625,2004,1158,1158,1158,1285,2443,2,1,4,9,1,3,744,265
11143,2004,1580,1580,1580,886,2466,3,0,4,8,1,2,610,340
7500,2006,1100,1100,1100,0,1100,1,1,3,6,0,0,0,146
7500,2006,1143,1143,1143,0,1143,1,1,3,5,0,0,0,147
12450,2003,365,1094,1094,0,1094,1,0,3,6,0,2,576,149
7441,2006,1461,1461,1486,0,1486,2,0,3,7,0,2,566,181
8462,1994,114,928,936,785,1721,2,1,3,7,0,2,471,201
11613,1993,384,864,920,900,1820,2,1,3,7,0,2,492,191.75
8450,2000,1349,1349,1349,0,1349,2,0,3,6,0,2,539,179
16196,1998,39,1482,1494,0,1494,2,0,3,5,1,2,514,215
8012,1992,1145,1575,1575,0,1575,2,0,2,5,0,2,529,179.2
8012,1980,630,630,630,636,1266,1,1,2,5,2,1,283,128
9180,1983,0,840,884,0,884,1,0,2,5,0,2,504,144
8400,1977,0,0,2020,0,2020,2,0,4,10,2,2,630,144
6285,1977,405,894,894,0,894,1,0,2,5,0,1,308,120.75
8480,1963,340,970,970,0,970,1,0,2,5,0,2,624,132.5
7420,1962,640,1057,1057,0,1057,1,0,3,6,0,2,576,132
7758,1962,411,999,999,0,999,1,0,3,6,0,1,264,132.5
6970,1961,108,1040,1120,0,1120,1,1,3,5,0,2,544,129
13673,1962,1140,1140,1696,0,1696,1,1,3,8,1,1,349,143.9
7476,1968,228,1040,1040,0,1040,1,1,3,5,0,2,686,145
9945,1961,161,988,988,0,988,1,0,3,5,0,2,572,128.5
6173,1967,277,876,902,0,902,1,0,3,6,0,1,288,125.5
19522,1990,496,1223,1271,1232,2503,2,1,3,7,1,2,564,300
17542,1974,36,1192,1516,651,2167,2,1,3,9,2,2,518,294
10751,1974,250,1037,1037,0,1037,1,0,2,5,0,2,431,129
16647,1975,0,1390,1701,0,1701,2,0,3,6,2,2,611,171
12712,1973,76,1044,1055,0,1055,1,0,2,5,1,2,542,147
9572,1990,971,1453,1453,1357,2810,2,1,4,9,1,2,750,302
10678,1992,983,1683,2129,743,2872,2,1,4,9,1,2,541,285
4379,2004,527,1378,1378,0,1378,2,0,2,6,1,2,540,214
3523,2006,1081,1141,1151,0,1151,2,0,2,5,0,2,484,166
3784,2006,1451,1511,1565,0,1565,2,0,2,5,0,2,476,193.8
4230,2006,1352,1352,1352,0,1352,2,0,2,5,1,2,466,208.9
3606,2006,415,1352,1352,0,1352,2,0,2,5,1,2,466,194
5330,2006,1550,1550,1550,0,1550,2,1,2,5,0,2,528,207.5
4274,2006,135,1241,1241,0,1241,1,1,1,4,0,2,569,199.9
4251,2006,625,625,625,625,1250,2,1,2,5,0,2,528,164.7
2280,1999,179,744,757,744,1501,2,1,3,6,1,2,440,176.5
3230,1999,310,729,729,729,1458,2,1,2,5,1,2,440,176
2117,2000,336,756,756,756,1512,2,1,2,4,1,2,440,168.5
2117,2000,339,756,769,804,1573,2,1,3,4,0,2,440,177
2117,2000,320,756,769,756,1525,2,1,3,5,1,2,440,177
5105,2004,312,551,551,551,1102,2,1,2,4,0,2,480,148.8
2645,1999,776,776,764,677,1441,2,1,2,5,0,2,492,174
7399,1997,326,975,975,975,1950,2,1,3,7,1,2,576,239
7321,1999,1339,1339,1358,0,1358,2,0,3,5,0,2,625,204
8010,2003,90,1054,1072,976,2048,2,1,3,8,2,2,552,301
8413,1998,319,1220,1220,1142,2362,2,1,3,8,2,2,1105,312.5
9466,1994,0,1494,1494,0,1494,1,1,1,5,1,2,478,279.7
12000,1980,270,2002,2362,0,2362,2,1,3,8,1,2,546,255
16157,1978,289,1360,1432,0,1432,1,1,2,5,1,2,588,194
10768,1976,280,1437,1437,0,1437,2,0,3,6,1,2,528,218
3840,1978,0,1057,1295,0,1295,1,0,1,4,2,2,571,213.75
9600,1976,528,528,1094,761,1855,2,1,3,7,1,2,512,187
9600,1976,284,1262,1262,0,1262,2,0,3,6,1,2,460,181.5
17778,1981,0,2461,2497,0,2497,2,0,2,7,2,2,676,373
18890,1977,652,1361,1361,1259,2620,2,2,4,12,1,2,600,190
7050,2001,319,1057,1057,872,1929,2,1,3,7,1,2,650,226
11700,1968,912,912,1152,0,1152,1,1,3,7,0,2,412,143.45
8000,1970,93,1008,1403,1008,2411,2,1,4,8,1,2,570,240.05
8723,1969,0,973,1082,0,1082,1,0,3,6,0,2,480,162.5
11700,1968,385,1295,1295,0,1295,1,1,3,6,0,2,528,164
11358,1972,778,1124,1610,0,1610,2,0,3,8,1,2,515,185
9547,1993,1594,1594,1594,0,1594,2,0,2,6,1,2,472,188.5
10530,1993,329,1148,1091,984,2075,2,1,3,8,1,2,473,255
11500,1976,1680,1680,1680,0,1680,2,0,4,8,0,2,528,136.905
10738,1966,301,1093,1093,0,1093,2,0,3,6,1,2,484,158.5
9600,1973,326,1242,1242,0,1242,1,1,3,6,1,2,528,175.5
10800,1963,171,1052,1052,0,1052,1,0,3,6,0,1,311,127
8050,1967,437,949,1107,0,1107,1,0,3,5,0,1,308,127
10355,1967,519,1214,1214,0,1214,2,0,3,5,1,1,318,143
10289,1965,237,1073,1073,0,1073,1,1,3,6,0,2,515,156
9503,1958,193,1024,1344,0,1344,1,0,2,6,1,1,484,144
10624,1964,1424,1728,1728,0,1728,2,0,6,10,0,1,352,119
10899,1964,0,0,1224,0,1224,2,0,2,8,0,3,530,103
12342,1960,978,978,1422,0,1422,1,0,3,6,1,1,286,139.9
12772,1960,460,958,958,0,958,1,0,2,5,0,1,301,151.5
8892,1960,1065,1065,1065,0,1065,1,1,3,6,0,2,461,126.5
10482,1958,81,588,1138,0,1138,1,0,3,6,0,1,264,145
7535,1958,522,912,912,0,912,1,0,2,5,0,1,297,120
7450,1956,250,894,1074,0,1074,1,0,2,6,1,2,396,124
8339,1959,0,0,882,0,882,1,0,3,5,0,1,294,106.5
14357,1961,386,864,1187,0,1187,1,0,2,6,1,2,440,140.5
8243,1961,264,964,964,0,964,1,0,3,5,1,2,784,137.5
8680,1960,894,894,894,0,894,1,0,3,5,0,1,312,117.6
8800,1966,520,1174,1200,0,1200,2,0,3,6,1,2,440,163.5
9200,1965,548,1042,1042,0,1042,2,0,3,5,0,2,440,161
9350,1964,452,1302,1302,0,1302,2,0,3,7,0,1,309,158
8800,1964,431,845,845,1309,2154,2,1,5,8,1,2,539,224.5
11382,1964,533,1130,1374,0,1374,1,0,3,7,1,1,286,147
22002,1959,206,1592,1652,0,1652,1,1,3,6,1,2,510,200
14585,1960,331,1144,1429,0,1429,1,0,3,7,2,2,572,181.9
7388,1959,658,1063,1327,0,1327,1,0,3,7,0,2,624,150.75
9842,1962,0,0,1224,0,1224,2,0,2,6,0,2,462,101.8
8280,1950,932,932,932,0,932,1,0,2,4,1,1,306,124
12172,1940,433,822,908,0,908,1,0,2,4,0,2,512,138.5
5000,1946,0,0,334,0,334,1,0,1,2,0,0,0,39.3
5000,1946,367,666,666,0,666,1,0,2,4,0,0,0,64.5
3500,1945,226,370,442,228,670,1,0,2,4,0,0,0,64
5175,1958,254,808,808,0,808,1,0,2,5,0,1,308,112
9500,1964,374,816,1127,850,1977,1,1,4,9,1,2,540,165
9600,1955,710,1078,1150,0,1150,1,0,2,6,0,1,288,144
11345,1948,708,928,928,992,1920,2,0,4,10,0,2,400,137
9492,1941,359,768,968,408,1376,1,0,3,6,1,1,240,105
9480,1942,342,728,888,756,1644,1,1,3,7,2,1,312,146.5
8668,1968,1560,1560,1560,0,1560,2,0,4,8,0,3,792,126
10050,1966,191,793,1280,0,1280,2,0,3,6,1,2,432,175
9600,1961,618,1218,1254,0,1254,1,0,3,6,1,2,525,158.5
10150,1958,456,912,912,0,912,1,0,2,5,0,1,275,114.5
11344,1958,414,874,874,650,1524,1,1,3,7,0,1,315,144
18450,1965,111,1021,1465,915,2380,2,1,3,7,1,2,596,129
8760,1957,63,936,936,0,936,1,0,2,4,0,1,315,141
6860,1956,100,1008,1008,0,1008,1,0,3,6,0,1,308,131
8250,1963,765,1053,1053,0,1053,1,0,3,6,0,2,692,142.1
8176,1958,210,1056,1056,0,1056,1,0,3,6,0,1,308,139
9750,1958,834,1442,1442,0,1442,1,1,4,7,0,1,301,157.9
9250,1954,108,1056,1056,0,1056,1,0,3,6,0,1,260,139.4
11988,1957,467,1244,1244,0,1244,1,1,3,6,2,1,336,150
9100,1960,1144,1144,1144,0,1144,1,0,3,6,1,1,336,120
9736,1957,525,1331,1721,0,1721,1,0,4,8,3,2,464,174.85
9770,1957,410,922,922,0,922,1,0,2,5,0,1,308,116
10152,1956,462,1048,1048,0,1048,1,0,3,6,0,1,286,135
12155,1970,420,1657,1657,0,1657,2,0,3,7,1,2,484,163.5
12198,1955,424,1204,1411,0,1411,1,0,3,7,1,1,310,130
10050,1955,928,1216,1216,0,1216,1,0,3,5,0,1,336,129.5
11556,1953,456,864,1154,0,1154,1,1,3,6,0,1,336,142
8078,1958,1560,1560,1560,0,1560,2,0,4,8,0,2,484,128.6
10950,1952,507,948,948,0,948,1,0,2,5,0,2,410,125
7942,1953,0,1040,1040,0,1040,1,0,3,6,0,1,293,136
8923,1953,365,1008,1008,0,1008,1,0,2,6,0,1,240,134.5
8540,1956,120,925,925,0,925,1,0,3,5,0,1,252,127
7134,1955,0,384,1360,0,1360,1,0,3,6,1,2,572,130
7150,1955,1040,1190,1040,500,1540,1,0,4,7,0,1,352,115
8400,1955,130,923,925,0,925,1,0,3,5,2,1,390,116.9
13300,1956,551,928,928,0,928,1,0,2,4,0,1,252,132
9532,1953,156,1105,1647,0,1647,1,0,3,6,1,1,280,153
15783,1952,632,924,924,0,924,1,0,2,6,0,1,420,112.5
14190,1890,925,925,1000,544,1544,2,0,3,7,0,0,0,138
9600,1949,625,845,893,0,893,1,0,2,4,0,2,576,135
12099,1953,1018,1216,1216,0,1728,1,0,3,7,1,1,371,156
21281,1935,666,666,1308,1778,3086,3,1,4,9,0,3,1200,301.6
10134,1940,735,735,735,299,1034,1,0,2,5,0,1,240,109
5500,1956,882,882,882,0,882,1,0,1,4,0,0,0,103.2
10284,1925,55,1151,845,436,1281,2,0,1,6,0,2,580,128.5
10800,1927,656,656,968,0,968,2,0,4,5,0,1,216,64.5
10800,1895,736,736,751,783,1534,1,1,3,6,0,0,0,148
5400,1920,691,691,691,0,691,1,0,2,4,0,1,216,86
10090,1963,0,725,1035,616,1651,2,0,4,6,2,1,276,172
8700,1961,728,920,888,0,888,1,0,3,5,0,1,240,120
8300,1968,0,952,952,0,952,1,0,3,5,0,1,288,128.5
11606,1969,390,1040,1040,1040,2080,1,2,5,9,2,2,504,135
8064,1949,672,672,672,252,924,1,0,3,6,1,2,576,122.9
11664,1948,746,1082,1082,0,1082,1,0,2,5,1,1,240,119.2
10496,1949,844,1040,1168,678,1846,2,0,3,7,1,1,315,143
7200,1950,246,876,988,0,988,1,0,3,6,0,1,276,119
7200,1950,432,864,1238,0,1238,1,1,3,6,1,1,357,102
7200,1950,317,864,864,0,864,1,0,3,5,0,2,720,129
7000,1960,422,1010,1134,0,1134,1,0,2,6,0,1,254,135
7500,1959,466,1040,1040,0,1040,1,0,3,6,0,1,286,152
7315,1958,545,1170,1170,0,1170,1,0,3,6,1,1,338,140
7903,1960,503,1242,1242,0,1242,1,1,3,6,0,1,324,152
8000,1960,125,1377,1377,0,1377,1,0,3,6,2,1,351,156.5
8000,1961,1800,1800,1800,0,1800,2,0,6,10,0,0,0,141
7000,1961,0,0,925,0,925,1,0,3,7,0,1,300,99
9760,1964,169,822,1020,831,1851,2,1,3,7,1,2,440,187
7590,1962,324,864,876,936,1812,2,0,4,8,1,1,264,169.5
6600,1962,312,864,864,0,864,1,0,2,5,0,1,294,125.5
6760,1962,162,896,936,0,936,1,0,3,6,1,1,288,130
6978,1926,850,850,960,0,960,1,0,2,5,0,2,576,103
9600,1910,264,264,768,664,1432,2,0,2,7,0,2,360,132
6000,1927,569,845,866,430,1296,1,0,3,6,0,2,576,127.5
4480,1922,240,1022,1022,0,1022,1,0,2,4,1,1,184,89.5
7200,1980,0,936,936,0,936,1,0,2,4,0,2,672,140
3153,1920,967,967,967,0,967,1,0,2,5,1,1,180,99.9
10800,1885,641,641,1047,0,1047,1,0,2,6,0,1,273,100
